Sample in Buffer,Sample in Window,TRIGGER,ctime400[23:0],tdc_dvalid_1[0:0],tdc_dvalid[1:1],fine_time_0[7:0],fine_time_1[7:0]
205,205,0,676815,1,1,2e,49
206,206,0,6769a5,1,1,2f,49
207,207,0,676b35,1,1,2f,49
208,208,0,676cc5,1,1,30,4a
209,209,0,676e55,1,1,31,4b
210,210,0,676fe5,1,1,31,4a
211,211,0,677175,1,1,32,4d
212,212,0,677305,1,1,32,4d
213,213,0,677495,1,1,32,4d
214,214,0,677625,1,1,32,4d
215,215,0,6777b5,1,1,35,4e
216,216,0,677945,1,1,35,4e
217,217,0,677ad5,1,1,35,4f
218,218,0,677c65,1,1,35,4e
219,219,0,677df5,1,1,35,4e
220,220,0,677f85,1,1,36,51
221,221,0,678115,1,1,36,51
222,222,0,6782a5,1,1,35,50
223,223,0,678435,1,1,36,51
224,224,0,6785c5,1,1,36,51
225,225,0,678755,1,1,38,52
226,226,0,6788e5,1,1,36,52
227,227,0,678a75,1,1,38,52
228,228,0,678c05,1,1,38,54
229,229,0,678d95,1,1,38,55
230,230,0,678f25,1,1,38,55
231,231,0,6790b5,1,1,38,54
232,232,0,679245,1,1,39,55
233,233,0,6793d5,1,1,39,55
234,234,0,679565,1,1,39,55
235,235,0,6796f5,1,1,39,55
236,236,0,679885,1,1,39,55
237,237,0,679a15,1,1,3a,56
238,238,0,679ba5,1,1,39,55
239,239,0,679d35,1,1,3b,58
240,240,0,679ec5,1,1,3a,56
241,241,0,67a055,1,1,3a,56
242,242,0,67a1e5,1,1,3b,58
243,243,0,67a375,1,1,3d,59
244,244,0,67a505,1,1,3d,59
245,245,0,67a695,1,1,3e,5a
246,246,0,67a825,1,1,3d,59
247,247,0,67a9b5,1,1,3e,5a
248,248,0,67ab45,1,1,3e,5a
249,249,0,67acd5,1,1,3e,5c
250,250,0,67ae65,1,1,3e,5a
251,251,0,67aff5,1,1,3e,5a
252,252,0,67b185,1,1,41,5d
253,253,0,67b315,1,1,41,5d
254,254,0,67b4a5,1,1,41,5d
255,255,0,67b635,1,1,41,5d
256,256,0,67b7c5,1,1,41,5d
257,257,0,67b955,1,1,41,5d
258,258,0,67bae5,1,1,42,5e
259,259,0,67bc75,1,1,42,5e
260,260,0,67be05,1,1,42,5e
261,261,0,67bf95,1,1,44,60
262,262,0,67c125,1,1,42,5e
263,263,0,67c2b5,1,1,45,61
264,264,0,67c445,1,1,45,60
265,265,0,67c5d5,1,1,45,61
266,266,0,67c765,1,1,45,62
267,267,0,67c8f5,1,1,46,62
268,268,0,67ca85,1,1,46,62
269,269,0,67cc15,1,1,46,62
270,270,0,67cda5,1,1,46,62
271,271,0,67cf35,1,1,46,62
272,272,0,67d0c5,1,1,49,64
273,273,0,67d255,1,1,49,64
274,274,0,67d3e5,1,1,49,64
275,275,0,67d575,1,1,49,64
276,276,0,67d705,1,1,49,64
277,277,0,67d895,1,1,4a,64
278,278,0,67da25,1,1,4b,65
279,279,0,67dbb5,1,1,4b,65
280,280,0,67dd45,1,1,4b,65
281,281,0,67ded5,1,1,4b,65
282,282,0,67e065,1,1,4d,65
283,283,0,67e1f5,1,1,4d,65
284,284,0,67e385,1,1,50,67
285,285,0,67e515,1,1,50,67
286,286,0,67e6a5,1,1,4e,66
287,287,0,67e835,1,1,4f,67
288,288,0,67e9c5,1,1,4f,67
289,289,0,67eb55,1,1,51,69
290,290,0,67ece5,1,1,51,69
291,291,0,67ee75,1,1,52,69
292,292,0,67f005,1,1,51,67
293,293,0,67f195,1,1,52,6a
294,294,0,67f325,1,1,53,6b
295,295,0,67f4b5,1,1,52,6a
296,296,0,67f645,1,1,53,6a
297,297,0,67f7d5,1,1,55,6d
298,298,0,67f965,1,1,55,6d
299,299,0,67faf5,1,1,55,6d
300,300,0,67fc85,1,1,55,6d
301,301,0,67fe15,1,1,56,6e
302,302,0,67ffa5,1,1,55,6d
303,303,0,680135,1,1,56,6d
304,304,0,6802c5,1,1,56,6e
305,305,0,680455,1,1,59,6f
306,306,0,6805e5,1,1,58,6e
307,307,0,680775,1,1,59,6f
308,308,0,680905,1,1,59,70
309,309,0,680a95,1,1,59,70
310,310,0,680c25,1,1,59,71
311,311,0,680db5,1,1,59,70
312,312,0,680f45,1,1,5a,71
313,313,0,6810d5,1,1,5a,71
314,314,0,681265,1,1,5a,71
315,315,0,6813f5,1,1,5b,71
316,316,0,681585,1,1,5c,72
317,317,0,681715,1,1,5c,73
318,318,0,6818a5,1,1,5c,73
319,319,0,681a35,1,1,5d,75
320,320,0,681bc5,1,1,5d,75
321,321,0,681d55,1,1,5d,75
322,322,0,681ee5,1,1,5d,75
323,323,0,682075,1,1,5d,76
324,324,0,682205,1,1,5d,77
325,325,0,682395,1,1,5d,76
326,326,0,682525,1,1,5f,78
327,327,0,6826b5,1,1,5d,76
328,328,0,682845,1,1,5f,79
329,329,0,6829d5,1,1,60,79
330,330,0,682b65,1,1,5f,79
331,331,0,682cf5,1,1,61,79
332,332,0,682e85,1,1,61,79
333,333,0,683015,1,1,61,79
334,334,0,6831a5,1,1,62,7a
335,335,0,683335,1,1,63,7b
336,336,0,6834c5,1,1,63,7b
337,337,0,683655,1,1,64,7b
338,338,0,6837e5,1,1,64,7d
339,339,0,683975,1,1,64,7d
340,340,0,683b05,1,1,64,7b
341,341,0,683c95,1,1,65,7e
342,342,0,683e25,1,1,64,7d
343,343,0,683fb5,1,1,65,7d
344,344,0,684145,1,1,65,7d
345,345,0,6842d5,1,1,65,7e
346,346,0,684465,1,1,65,7e
347,347,0,6845f5,1,1,65,7e
348,348,0,684785,1,1,65,7f
349,349,0,684915,1,1,65,81
350,350,0,684aa5,1,1,66,81
351,351,0,684c35,1,1,66,82
352,352,0,684dc5,1,1,69,82
353,353,0,684f55,1,1,66,82
354,354,0,6850e5,1,1,69,83
355,355,0,685275,1,1,69,83
356,356,0,685405,1,1,69,84
357,357,0,685595,1,1,69,83
358,358,0,685725,1,1,69,85
359,359,0,6858b5,1,1,69,83
360,360,0,685a45,1,1,6a,85
361,361,0,685bd5,1,1,69,85
362,362,0,685d65,1,1,6a,85
363,363,0,685ef5,1,1,6a,86
364,364,0,686085,1,1,6d,87
365,365,0,686215,1,1,6d,86
366,366,0,6863a5,1,1,6d,86
367,367,0,686535,1,1,6d,89
368,368,0,6866c5,1,1,6d,87
369,369,0,686855,1,1,6d,88
370,370,0,6869e5,1,1,6e,89
371,371,0,686b75,1,1,6e,89
372,372,0,686d05,1,1,6e,89
373,373,0,686e95,1,1,6e,89
374,374,0,687025,1,1,70,8b
375,375,0,6871b5,1,1,71,8d
376,376,0,687345,1,1,71,8d
377,377,0,6874d5,1,1,71,8d
378,378,0,687665,1,1,71,8d
379,379,0,6877f5,1,1,71,8d
380,380,0,687985,1,1,73,8e
381,381,0,687b15,1,1,73,8e
382,382,0,687ca5,1,1,75,90
383,383,0,687e35,1,1,76,90
384,384,0,687fc5,1,1,75,8f
385,385,0,688155,1,1,75,90
386,386,0,6882e5,1,1,75,8e
387,387,0,688475,1,1,76,91
388,388,0,688605,1,1,75,90
389,389,0,688795,1,1,78,91
390,390,0,688925,1,1,78,91
391,391,0,688ab5,1,1,79,91
392,392,0,688c45,1,1,78,91
393,393,0,688dd5,1,1,79,91
394,394,0,688f65,1,1,79,91
395,395,0,6890f5,1,1,79,91
396,396,0,689285,1,1,79,92
397,397,0,689415,1,1,79,92
398,398,0,6895a5,1,1,7a,93
399,399,0,689735,1,1,79,92
400,400,0,6898c5,1,1,7a,94
401,401,0,689a55,1,1,7a,94
402,402,0,689be5,1,1,7a,95
403,403,0,689d75,1,1,7c,95
404,404,0,689f05,1,1,7a,95
405,405,0,68a095,1,1,7c,95
406,406,0,68a225,1,1,7a,95
407,407,0,68a3b5,1,1,7c,95
408,408,0,68a545,1,1,7c,95
409,409,0,68a6d5,1,1,7c,96
410,410,0,68a865,1,1,7c,96
411,411,0,68a9f5,1,1,7e,96
412,412,0,68ab85,1,1,7e,97
413,413,0,68ad15,1,1,7e,97
414,414,0,68aea5,1,1,7f,99
415,415,0,68b035,1,1,7e,97
416,416,0,68b1c5,1,1,7f,99
417,417,0,68b355,1,1,82,9b
418,418,0,68b4e5,1,1,7f,99
419,419,0,68b675,1,1,80,9a
420,420,0,68b805,1,1,80,9a
421,421,0,68b995,1,1,83,9b
422,422,0,68bb25,1,1,81,9a
423,423,0,68bcb5,1,1,83,9b
424,424,0,68be45,1,1,85,9d
425,425,0,68bfd5,1,1,85,9d
426,426,0,68c165,1,1,84,9b
427,427,0,68c2f5,1,1,85,9d
428,428,0,68c485,1,1,86,9e
429,429,0,68c615,1,1,86,9e
430,430,0,68c7a5,1,1,87,a0
431,431,0,68c935,1,1,86,9e
432,432,0,68cac5,1,1,86,9e
433,433,0,68cc55,1,0,88,a0
434,434,0,68cde5,1,0,88,a1
435,435,0,68cf75,1,0,88,a1
436,436,0,68d105,1,0,89,a1
437,437,0,68d295,1,0,89,a1
438,438,0,68d425,1,0,88,a1
439,439,0,68d5b5,1,0,89,a1
440,440,0,68d745,1,0,89,a1
441,441,0,68d8d5,1,0,89,a2
442,442,0,68da65,1,0,89,a1
443,443,0,68dbf5,1,0,89,a1
444,444,0,68dd85,1,0,8c,a5
445,445,0,68df15,1,0,8b,a2
446,446,0,68e0a5,1,0,8a,a2
447,447,0,68e235,1,0,8c,a5
448,448,0,68e3c5,1,0,8d,a5
449,449,0,68e555,1,0,8e,a5
450,450,0,68e6e5,1,0,8d,a5
451,451,0,68e875,1,0,8e,a6
452,452,0,68ea05,1,0,8e,a5
453,453,0,68eb95,1,0,8e,a7
454,454,0,68ed25,1,0,8f,a8
455,455,0,68eeb5,1,0,8f,a8
456,456,0,68f045,1,0,90,a9
457,457,0,68f1d5,1,0,90,a8
458,458,0,68f365,1,0,90,a9
459,459,0,68f4f5,1,0,92,aa
460,460,0,68f685,1,0,91,a9
461,461,0,68f815,1,0,92,aa
462,462,0,68f9a5,1,0,92,aa
463,463,0,68fb35,1,0,92,aa
464,464,0,68fcc5,1,0,93,ab
465,465,0,68fe55,1,0,93,ad
466,466,0,68ffe5,1,0,92,ab
467,467,0,690175,1,0,95,ad
468,468,0,690305,1,0,95,ae
469,469,0,690495,1,0,96,ae
470,470,0,690625,1,0,98,ae
471,471,0,6907b5,1,0,95,ae
472,472,0,690945,1,0,97,ae
473,473,0,690ad5,1,0,99,af
474,474,0,690c65,1,0,99,af
475,475,0,690df5,1,0,99,b1
476,476,0,690f85,1,0,98,ae
477,477,0,691115,1,0,99,b1
478,478,0,6912a5,1,0,99,b1
479,479,0,691435,1,0,9a,b1
480,480,0,6915c5,1,0,9a,b2
481,481,0,691755,1,0,9a,b2
482,482,0,6918e5,1,0,9a,b2
483,483,0,691a75,1,0,9a,b2
484,484,0,691c05,1,0,9c,b5
485,485,0,691d95,1,0,9c,b4
486,486,0,691f25,1,0,9c,b2
487,487,0,6920b5,1,0,9c,b5
488,488,0,692245,1,0,9c,b5
489,489,0,6923d5,1,0,9c,b5
490,490,0,692565,1,0,9d,b7
491,491,0,6926f5,1,0,9c,b5
492,492,0,692885,1,0,9d,b7
493,493,0,692a15,1,0,9d,b7
494,494,0,692ba5,1,0,9d,b6
495,495,0,692d35,1,0,9d,b8
496,496,0,692ec4,1,1,04,1c
497,497,0,693054,1,1,04,1c
498,498,0,6931e4,1,1,04,1c
499,499,0,693374,1,1,05,1d
500,500,0,693504,1,1,04,1c
501,501,0,693694,1,1,05,1d
502,502,0,693824,1,1,04,1c
503,503,0,6939b4,1,1,05,1d
504,504,0,693b44,1,1,05,1d
505,505,0,693cd4,1,1,05,1d
506,506,0,693e64,1,1,06,1e
507,507,0,693ff4,1,1,05,1d
508,508,0,694184,1,1,06,1e
509,509,0,694314,1,1,06,1e
510,510,0,6944a4,1,1,07,21
511,511,0,694634,1,1,09,21
512,512,0,6947c4,1,1,06,1e
513,513,0,694954,1,1,09,21
514,514,0,694ae4,1,1,09,21
515,515,0,694c74,1,1,09,22
516,516,0,694e04,1,1,09,21
517,517,0,694f94,1,1,09,22
518,518,0,695124,1,1,09,21
519,519,0,6952b4,1,1,09,22
520,520,0,695444,1,1,09,23
521,521,0,6955d4,1,1,0b,25
522,522,0,695764,1,1,0c,25
523,523,0,6958f4,1,1,0c,25
524,524,0,695a84,1,1,0d,25
525,525,0,695c14,1,1,0c,25
526,526,0,695da4,1,1,0d,26
527,527,0,695f34,1,1,0e,27
528,528,0,6960c4,1,1,0e,28
529,529,0,696254,1,1,0d,26
530,530,0,6963e4,1,1,0e,28
531,531,0,696574,1,1,0e,29
532,532,0,696704,1,1,0e,28
533,533,0,696894,1,1,11,29
534,534,0,696a24,1,1,11,29
535,535,0,696bb4,1,1,11,29
536,536,0,696d44,1,1,11,29
537,537,0,696ed4,1,1,11,2b
538,538,0,697064,1,1,11,2a
539,539,0,6971f4,1,1,11,2a
540,540,0,697384,1,1,11,2a
541,541,0,697514,1,1,11,2a
542,542,0,6976a4,1,1,13,2d
543,543,0,697834,1,1,13,2d
544,544,0,6979c4,1,1,12,2d
545,545,0,697b54,1,1,15,2e
546,546,0,697ce4,1,1,15,2f
547,547,0,697e74,1,1,15,2e
548,548,0,698004,1,1,15,2e
549,549,0,698194,1,1,16,2f
550,550,0,698324,1,1,15,2e
551,551,0,6984b4,1,1,16,30
552,552,0,698644,1,1,16,31
553,553,0,6987d4,1,1,16,32
554,554,0,698964,1,1,16,32
555,555,0,698af4,1,1,19,35
556,556,0,698c84,1,1,19,34
557,557,0,698e14,1,1,19,35
558,558,0,698fa4,1,1,19,35
559,559,0,699134,1,1,19,35
560,560,0,6992c4,1,1,19,35
561,561,0,699454,1,1,1b,36
562,562,0,6995e4,1,1,1a,36
563,563,0,699774,1,1,19,35
564,564,0,699904,1,1,1a,35
565,565,0,699a94,1,1,1b,36
566,566,0,699c24,1,1,1b,36
567,567,0,699db4,1,1,1e,3a
568,568,0,699f44,1,1,1d,38
569,569,0,69a0d4,1,1,1d,38
570,570,0,69a264,1,1,1d,36
571,571,0,69a3f4,1,1,1e,39
572,572,0,69a584,1,1,1f,3a
573,573,0,69a714,1,1,21,3a
574,574,0,69a8a4,1,1,1e,3a
575,575,0,69aa34,1,1,20,3a
576,576,0,69abc4,1,1,21,3b
577,577,0,69ad54,1,1,21,3c
578,578,0,69aee4,1,1,21,3c
579,579,0,69b074,1,1,21,3c
580,580,0,69b204,1,1,21,3c
581,581,0,69b394,1,1,22,3d
582,582,0,69b524,1,1,22,3d
583,583,0,69b6b4,1,1,22,3d
584,584,0,69b844,1,1,25,3e
585,585,0,69b9d4,1,1,25,3e
586,586,0,69bb64,1,1,25,3f
587,587,0,69bcf4,1,1,25,3f
588,588,0,69be84,1,1,25,3f
589,589,0,69c014,1,1,26,41
590,590,0,69c1a4,1,1,25,3f
591,591,0,69c334,1,1,26,41
592,592,0,69c4c4,1,1,26,41
593,593,0,69c654,1,1,26,42
594,594,0,69c7e4,1,1,29,43
595,595,0,69c974,1,1,26,42
596,596,0,69cb04,1,1,29,44
597,597,0,69cc94,1,1,26,42
598,598,0,69ce24,1,1,29,44
599,599,0,69cfb4,1,1,29,43
600,600,0,69d144,1,1,29,44
601,601,0,69d2d4,1,1,29,44
602,602,0,69d464,1,1,29,45
603,603,0,69d5f4,1,1,2a,45
604,604,0,69d784,1,1,2b,46
605,605,0,69d914,1,1,2b,46
606,606,0,69daa4,1,1,2b,46
607,607,0,69dc34,1,1,2b,46
608,608,0,69ddc4,1,1,2d,49
609,609,0,69df54,1,1,2d,49
610,610,0,69e0e4,1,1,2d,49
611,611,0,69e274,1,1,2e,49
612,612,0,69e404,1,1,2f,49
613,613,0,69e594,1,1,2f,49
614,614,0,69e724,1,1,2f,49
615,615,0,69e8b4,1,1,2f,49
616,616,0,69ea44,1,1,2f,49
617,617,0,69ebd4,1,1,31,4a
618,618,0,69ed64,1,1,31,4b
619,619,0,69eef4,1,1,31,4a
620,620,0,69f084,1,1,32,4c
621,621,0,69f214,1,1,32,4c
622,622,0,69f3a4,1,1,32,4e
623,623,0,69f534,1,1,34,4d
624,624,0,69f6c4,1,1,35,4e
625,625,0,69f854,1,1,35,4e
626,626,0,69f9e4,1,1,35,4f
627,627,0,69fb74,1,1,35,50
628,628,0,69fd04,1,1,35,4e
629,629,0,69fe94,1,1,36,51
630,630,0,6a0024,1,1,36,51
631,631,0,6a01b4,1,1,36,51
632,632,0,6a0344,1,1,36,51
633,633,0,6a04d4,1,1,36,52
634,634,0,6a0664,1,1,36,51
635,635,0,6a07f4,1,1,38,55
636,636,0,6a0984,1,1,36,51
637,637,0,6a0b14,1,1,38,52
638,638,0,6a0ca4,1,1,38,54
639,639,0,6a0e34,1,1,38,55
640,640,0,6a0fc4,1,1,39,55
641,641,0,6a1154,1,1,38,55
642,642,0,6a12e4,1,1,39,55
643,643,0,6a1474,1,1,39,55
644,644,0,6a1604,1,1,3a,56
645,645,0,6a1794,1,1,39,55
646,646,0,6a1924,1,1,3a,56
647,647,0,6a1ab4,1,1,3a,56
648,648,0,6a1c44,1,1,3a,56
649,649,0,6a1dd4,1,1,3a,56
650,650,0,6a1f64,1,1,3b,58
651,651,0,6a20f4,1,1,3c,59
652,652,0,6a2284,1,1,3d,59
653,653,0,6a2414,1,1,3b,59
654,654,0,6a25a4,1,1,3d,59
655,655,0,6a2734,1,1,3e,59
656,656,0,6a28c4,1,1,3d,59
657,657,0,6a2a54,1,1,3e,5a
658,658,0,6a2be4,1,1,3e,5a
659,659,0,6a2d74,1,1,3e,5a
660,660,0,6a2f04,1,1,3e,5a
661,661,0,6a3094,1,1,3e,5b
662,662,0,6a3224,1,1,41,5d
663,663,0,6a33b4,1,1,41,5d
664,664,0,6a3544,1,1,41,5d
665,665,0,6a36d4,1,1,41,5d
666,666,0,6a3864,1,1,41,5d
667,667,0,6a39f4,1,1,42,5e
668,668,0,6a3b84,1,1,41,5d
669,669,0,6a3d14,1,1,44,5f
670,670,0,6a3ea4,1,1,42,5e
671,671,0,6a4034,1,1,44,60
672,672,0,6a41c4,1,1,45,61
673,673,0,6a4354,1,1,45,61
674,674,0,6a44e4,1,1,45,61
675,675,0,6a4674,1,1,45,61
676,676,0,6a4804,1,1,46,62
677,677,0,6a4994,1,1,45,61
678,678,0,6a4b24,1,1,46,62
679,679,0,6a4cb4,1,1,48,63
680,680,0,6a4e44,1,1,46,62
681,681,0,6a4fd4,1,1,46,62
682,682,0,6a5164,1,1,49,64
683,683,0,6a52f4,1,1,49,64
684,684,0,6a5484,1,1,4a,64
685,685,0,6a5614,1,1,49,64
686,686,0,6a57a4,1,1,49,64
687,687,0,6a5934,1,1,4a,65
688,688,0,6a5ac4,1,1,4b,65
689,689,0,6a5c54,1,1,4b,65
690,690,0,6a5de4,1,1,4b,65
691,691,0,6a5f74,1,1,4b,65
692,692,0,6a6104,1,1,4e,65
693,693,0,6a6294,1,1,4c,65
694,694,0,6a6424,1,1,4d,65
695,695,0,6a65b4,1,1,4e,65
696,696,0,6a6744,1,1,4b,65
697,697,0,6a68d4,1,1,51,67
698,698,0,6a6a64,1,1,4f,67
699,699,0,6a6bf4,1,1,51,69
700,700,0,6a6d84,1,1,4f,67
701,701,0,6a6f14,1,1,51,69
702,702,0,6a70a4,1,1,51,69
703,703,0,6a7234,1,1,51,69
704,704,0,6a73c4,1,1,51,6a
705,705,0,6a7554,1,1,55,6c
706,706,0,6a76e4,1,1,53,6c
707,707,0,6a7874,1,1,55,6d
708,708,0,6a7a04,1,1,55,6d
709,709,0,6a7b94,1,1,55,6d
710,710,0,6a7d24,1,1,55,6d
711,711,0,6a7eb4,1,1,56,6d
712,712,0,6a8044,1,1,57,6e
713,713,0,6a81d4,1,1,57,6e
714,714,0,6a8364,1,1,57,6e
