Sample in Buffer,Sample in Window,TRIGGER,ctime400[23:0],tdc_dvalid_1[0:0],tdc_dvalid[1:1],fine_time_0[7:0],fine_time_1[7:0]
68,68,0,a0ce20,1,0,91,a1
69,69,0,a0cfb0,1,0,8f,9e
70,70,0,a0d140,1,0,91,a1
71,71,0,a0d2d0,1,0,91,a1
72,72,0,a0d460,1,0,92,a1
73,73,0,a0d5f0,1,0,91,a1
74,74,0,a0d780,1,0,95,a2
75,75,0,a0d910,1,0,92,a1
76,76,0,a0daa0,1,0,95,a2
77,77,0,a0dc30,1,0,95,a3
78,78,0,a0ddc0,1,0,93,a2
79,79,0,a0df50,1,0,95,a4
80,80,0,a0e0e0,1,0,95,a5
81,81,0,a0e270,1,0,93,a2
82,82,0,a0e400,1,0,95,a5
83,83,0,a0e590,1,0,95,a5
84,84,0,a0e720,1,0,95,a5
85,85,0,a0e8b0,1,0,96,a6
86,86,0,a0ea40,1,0,95,a5
87,87,0,a0ebd0,1,0,97,a7
88,88,0,a0ed60,1,0,96,a5
89,89,0,a0eef0,1,0,98,a6
90,90,0,a0f080,1,0,98,a7
91,91,0,a0f210,1,0,99,a7
92,92,0,a0f3a0,1,0,99,a7
93,93,0,a0f530,1,0,99,a7
94,94,0,a0f6c0,1,0,99,a7
95,95,0,a0f850,1,0,99,a7
96,96,0,a0f9e0,1,0,99,a9
97,97,0,a0fb70,1,0,9a,aa
98,98,0,a0fd00,1,0,9a,aa
99,99,0,a0fe90,1,0,99,aa
100,100,0,a10020,1,0,9a,aa
101,101,0,a101b0,1,0,9a,aa
102,102,0,a10340,1,0,9a,aa
103,103,0,a104d0,1,0,9c,ac
104,104,0,a10660,1,0,9c,ac
105,105,0,a107f0,1,0,9a,aa
106,106,0,a10980,1,0,9c,ad
107,107,0,a10b10,1,0,9c,ad
108,108,0,a10ca0,1,0,9c,ad
109,109,0,a10e30,1,0,9c,ad
110,110,0,a10fc0,1,0,9c,ad
111,111,0,a11150,1,0,9c,ad
112,112,0,a112e0,1,0,9c,ad
113,113,0,a11470,1,0,9d,ae
114,114,0,a11600,1,0,9d,ae
115,115,0,a11790,1,0,9d,ae
116,116,0,a11920,1,0,9d,ae
117,117,0,a11ab0,1,0,9d,ae
118,118,0,a11c40,1,0,9d,ae
119,119,0,a11dd0,1,0,9d,af
120,120,0,a11f5f,1,1,04,14
121,121,0,a120ef,1,1,04,14
122,122,0,a1227f,1,1,04,13
123,123,0,a1240f,1,1,04,13
124,124,0,a1259f,1,1,04,15
125,125,0,a1272f,1,1,05,16
126,126,0,a128bf,1,1,04,15
127,127,0,a12a4f,1,1,05,16
128,128,0,a12bdf,1,1,05,17
129,129,0,a12d6f,1,1,05,16
130,130,0,a12eff,1,1,05,16
131,131,0,a1308f,1,1,05,18
132,132,0,a1321f,1,1,05,16
133,133,0,a133af,1,1,06,19
134,134,0,a1353f,1,1,06,19
135,135,0,a136cf,1,1,05,19
136,136,0,a1385f,1,1,09,1a
137,137,0,a139ef,1,1,06,19
138,138,0,a13b7f,1,1,09,19
139,139,0,a13d0f,1,1,09,1c
140,140,0,a13e9f,1,1,09,1a
141,141,0,a1402f,1,1,09,1a
142,142,0,a141bf,1,1,09,1c
143,143,0,a1434f,1,1,0a,1d
144,144,0,a144df,1,1,09,1b
145,145,0,a1466f,1,1,0a,1d
146,146,0,a147ff,1,1,0a,1d
147,147,0,a1498f,1,1,0a,1d
148,148,0,a14b1f,1,1,0a,1d
149,149,0,a14caf,1,1,0c,1d
150,150,0,a14e3f,1,1,0a,1d
151,151,0,a14fcf,1,1,0d,1e
152,152,0,a1515f,1,1,0d,1d
153,153,0,a152ef,1,1,0d,1d
154,154,0,a1547f,1,1,0d,1e
155,155,0,a1560f,1,1,0d,1e
156,156,0,a1579f,1,1,0d,1e
157,157,0,a1592f,1,1,0e,21
158,158,0,a15abf,1,1,0e,21
159,159,0,a15c4f,1,1,0e,1e
160,160,0,a15ddf,1,1,11,21
161,161,0,a15f6f,1,1,11,21
162,162,0,a160ff,1,1,0e,21
163,163,0,a1628f,1,1,11,21
164,164,0,a1641f,1,1,11,22
165,165,0,a165af,1,1,11,21
166,166,0,a1673f,1,1,11,21
167,167,0,a168cf,1,1,11,22
168,168,0,a16a5f,1,1,11,21
169,169,0,a16bef,1,1,11,24
170,170,0,a16d7f,1,1,12,25
171,171,0,a16f0f,1,1,12,25
172,172,0,a1709f,1,1,13,25
173,173,0,a1722f,1,1,12,25
174,174,0,a173bf,1,1,12,25
175,175,0,a1754f,1,1,14,26
176,176,0,a176df,1,1,12,25
177,177,0,a1786f,1,1,15,26
178,178,0,a179ff,1,1,15,26
179,179,0,a17b8f,1,1,15,26
180,180,0,a17d1f,1,1,15,26
181,181,0,a17eaf,1,1,15,27
182,182,0,a1803f,1,1,15,26
183,183,0,a181cf,1,1,15,28
184,184,0,a1835f,1,1,15,27
185,185,0,a184ef,1,1,15,29
186,186,0,a1867f,1,1,16,29
187,187,0,a1880f,1,1,17,29
188,188,0,a1899f,1,1,16,29
189,189,0,a18b2f,1,1,19,2a
190,190,0,a18cbf,1,1,19,2a
191,191,0,a18e4f,1,1,17,29
192,192,0,a18fdf,1,1,17,29
193,193,0,a1916f,1,1,1a,2c
194,194,0,a192ff,1,1,19,2a
195,195,0,a1948f,1,1,19,2a
196,196,0,a1961f,1,1,1a,2d
197,197,0,a197af,1,1,1a,2d
198,198,0,a1993f,1,1,1a,2d
199,199,0,a19acf,1,1,19,2b
200,200,0,a19c5f,1,1,1a,2d
201,201,0,a19def,1,1,1d,2e
202,202,0,a19f7f,1,1,1a,2d
203,203,0,a1a10f,1,1,1d,2e
204,204,0,a1a29f,1,1,1d,2f
205,205,0,a1a42f,1,1,1c,2e
206,206,0,a1a5bf,1,1,1d,31
207,207,0,a1a74f,1,1,1d,31
208,208,0,a1a8df,1,1,1d,31
209,209,0,a1aa6f,1,1,1f,31
210,210,0,a1abff,1,1,1e,31
211,211,0,a1ad8f,1,1,1f,31
212,212,0,a1af1f,1,1,1f,31
213,213,0,a1b0af,1,1,21,32
214,214,0,a1b23f,1,1,21,33
215,215,0,a1b3cf,1,1,1f,31
216,216,0,a1b55f,1,1,21,34
217,217,0,a1b6ef,1,1,21,33
218,218,0,a1b87f,1,1,21,35
219,219,0,a1ba0f,1,1,22,35
220,220,0,a1bb9f,1,1,22,35
221,221,0,a1bd2f,1,1,22,35
222,222,0,a1bebf,1,1,23,36
223,223,0,a1c04f,1,1,22,35
224,224,0,a1c1df,1,1,24,36
225,225,0,a1c36f,1,1,25,36
226,226,0,a1c4ff,1,1,25,37
227,227,0,a1c68f,1,1,25,37
228,228,0,a1c81f,1,1,26,39
229,229,0,a1c9af,1,1,25,38
230,230,0,a1cb3f,1,1,25,39
231,231,0,a1cccf,1,1,25,39
232,232,0,a1ce5f,1,1,25,38
233,233,0,a1cfef,1,1,25,37
234,234,0,a1d17f,1,1,26,39
235,235,0,a1d30f,1,1,26,39
236,236,0,a1d49f,1,1,26,39
237,237,0,a1d62f,1,1,29,3a
238,238,0,a1d7bf,1,1,28,3a
239,239,0,a1d94f,1,1,28,3a
240,240,0,a1dadf,1,1,29,3d
241,241,0,a1dc6f,1,1,28,39
242,242,0,a1ddff,1,1,28,3a
243,243,0,a1df8f,1,1,29,3a
244,244,0,a1e11f,1,1,29,3d
245,245,0,a1e2af,1,1,29,3c
246,246,0,a1e43f,1,1,29,3d
247,247,0,a1e5cf,1,1,29,3d
248,248,0,a1e75f,1,1,2b,3d
249,249,0,a1e8ef,1,1,2a,3d
250,250,0,a1ea7f,1,1,2b,3d
251,251,0,a1ec0f,1,1,2b,3e
252,252,0,a1ed9f,1,1,2b,3d
253,253,0,a1ef2f,1,1,2b,3d
254,254,0,a1f0bf,1,1,2c,3f
255,255,0,a1f24f,1,1,2c,3f
256,256,0,a1f3df,1,1,2d,3f
257,257,0,a1f56f,1,1,2e,41
258,258,0,a1f6ff,1,1,2e,41
259,259,0,a1f88f,1,1,2d,3f
260,260,0,a1fa1f,1,1,30,42
261,261,0,a1fbaf,1,1,2e,42
262,262,0,a1fd3f,1,1,2e,41
263,263,0,a1fecf,1,1,30,43
264,264,0,a2005f,1,1,30,43
265,265,0,a201ef,1,1,31,43
266,266,0,a2037f,1,1,31,43
267,267,0,a2050f,1,1,31,44
268,268,0,a2069f,1,1,32,44
269,269,0,a2082f,1,1,31,44
270,270,0,a209bf,1,1,31,44
271,271,0,a20b4f,1,1,32,44
272,272,0,a20cdf,1,1,32,44
273,273,0,a20e6f,1,1,33,45
274,274,0,a20fff,1,1,35,46
275,275,0,a2118f,1,1,34,45
276,276,0,a2131f,1,1,34,45
277,277,0,a214af,1,1,36,46
278,278,0,a2163f,1,1,35,45
279,279,0,a217cf,1,1,36,46
280,280,0,a2195f,1,1,36,46
281,281,0,a21aef,1,1,36,46
282,282,0,a21c7f,1,1,36,46
283,283,0,a21e0f,1,1,36,46
284,284,0,a21f9f,1,1,36,46
285,285,0,a2212f,1,1,36,47
286,286,0,a222bf,1,1,37,47
287,287,0,a2244f,1,1,38,49
288,288,0,a225df,1,1,38,48
289,289,0,a2276f,1,1,39,4c
290,290,0,a228ff,1,1,39,4a
291,291,0,a22a8f,1,1,38,49
292,292,0,a22c1f,1,1,39,4d
293,293,0,a22daf,1,1,39,4d
294,294,0,a22f3f,1,1,39,4d
295,295,0,a230cf,1,1,39,4d
296,296,0,a2325f,1,1,3a,4d
297,297,0,a233ef,1,1,3a,4d
298,298,0,a2357f,1,1,3a,4d
299,299,0,a2370f,1,1,3a,4d
300,300,0,a2389f,1,1,3d,4e
301,301,0,a23a2f,1,1,3d,4f
302,302,0,a23bbf,1,1,3a,4d
303,303,0,a23d4f,1,1,3a,4d
304,304,0,a23edf,1,1,3a,4d
305,305,0,a2406f,1,1,3d,50
306,306,0,a241ff,1,1,3d,50
307,307,0,a2438f,1,1,3d,4e
308,308,0,a2451f,1,1,3d,51
309,309,0,a246af,1,1,3e,52
310,310,0,a2483f,1,1,3d,51
311,311,0,a249cf,1,1,3e,51
312,312,0,a24b5f,1,1,3e,52
313,313,0,a24cef,1,1,3f,52
314,314,0,a24e7f,1,1,41,55
315,315,0,a2500f,1,1,3f,52
316,316,0,a2519f,1,1,42,55
317,317,0,a2532f,1,1,41,55
318,318,0,a254bf,1,1,40,54
319,319,0,a2564f,1,1,41,55
320,320,0,a257df,1,1,41,55
321,321,0,a2596f,1,1,42,55
322,322,0,a25aff,1,1,43,55
323,323,0,a25c8f,1,1,45,56
324,324,0,a25e1f,1,1,42,55
325,325,0,a25faf,1,1,42,55
326,326,0,a2613f,1,1,45,56
327,327,0,a262cf,1,1,45,56
328,328,0,a2645f,1,1,44,56
329,329,0,a265ef,1,1,45,59
330,330,0,a2677f,1,1,45,58
331,331,0,a2690f,1,1,45,56
332,332,0,a26a9f,1,1,45,59
333,333,0,a26c2f,1,1,46,59
334,334,0,a26dbf,1,1,46,59
335,335,0,a26f4f,1,1,45,59
336,336,0,a270df,1,1,46,59
337,337,0,a2726f,1,1,45,59
338,338,0,a273ff,1,1,46,59
339,339,0,a2758f,1,1,48,5a
340,340,0,a2771f,1,1,46,59
341,341,0,a278af,1,1,49,5b
342,342,0,a27a3f,1,1,48,5a
343,343,0,a27bcf,1,1,49,5b
344,344,0,a27d5f,1,1,49,5a
345,345,0,a27eef,1,1,49,5a
346,346,0,a2807f,1,1,4a,5d
347,347,0,a2820f,1,1,4a,5d
348,348,0,a2839f,1,1,49,5d
349,349,0,a2852f,1,1,4a,5d
350,350,0,a286bf,1,1,4c,5e
351,351,0,a2884f,1,1,4b,5d
352,352,0,a289df,1,1,4d,5e
353,353,0,a28b6f,1,1,4a,5d
354,354,0,a28cff,1,1,4d,5e
355,355,0,a28e8f,1,1,4d,61
356,356,0,a2901f,1,1,4e,61
357,357,0,a291af,1,1,4e,61
358,358,0,a2933f,1,1,4d,61
359,359,0,a294cf,1,1,51,61
360,360,0,a2965f,1,1,4e,61
361,361,0,a297ef,1,1,4e,61
362,362,0,a2997f,1,1,4e,61
363,363,0,a29b0f,1,1,51,62
364,364,0,a29c9f,1,1,51,61
365,365,0,a29e2f,1,1,51,62
366,366,0,a29fbf,1,1,52,63
367,367,0,a2a14f,1,1,51,62
368,368,0,a2a2df,1,1,51,62
369,369,0,a2a46f,1,1,52,63
370,370,0,a2a5ff,1,1,51,62
371,371,0,a2a78f,1,1,52,63
372,372,0,a2a91f,1,1,53,64
373,373,0,a2aaaf,1,1,55,65
374,374,0,a2ac3f,1,1,55,65
375,375,0,a2adcf,1,1,54,65
376,376,0,a2af5f,1,1,55,65
377,377,0,a2b0ef,1,1,55,65
378,378,0,a2b27f,1,1,56,66
379,379,0,a2b40f,1,1,56,65
380,380,0,a2b59f,1,1,56,65
381,381,0,a2b72f,1,1,56,66
382,382,0,a2b8bf,1,1,59,67
383,383,0,a2ba4f,1,1,57,66
384,384,0,a2bbdf,1,1,56,66
385,385,0,a2bd6f,1,1,58,67
386,386,0,a2beff,1,1,59,67
387,387,0,a2c08f,1,1,59,69
388,388,0,a2c21f,1,1,59,67
389,389,0,a2c3af,1,1,59,69
390,390,0,a2c53f,1,1,59,69
391,391,0,a2c6cf,1,1,5a,6a
392,392,0,a2c85f,1,1,5a,6a
393,393,0,a2c9ef,1,1,5a,6b
394,394,0,a2cb7f,1,1,5a,6a
395,395,0,a2cd0f,1,1,59,69
396,396,0,a2ce9f,1,1,5a,6a
397,397,0,a2d02f,1,1,5a,6a
398,398,0,a2d1bf,1,1,5c,6b
399,399,0,a2d34f,1,1,5c,6d
400,400,0,a2d4df,1,1,5c,6d
401,401,0,a2d66f,1,1,5c,6d
402,402,0,a2d7ff,1,1,5c,6d
403,403,0,a2d98f,1,1,5d,6d
404,404,0,a2db1f,1,1,5d,6e
405,405,0,a2dcaf,1,1,5d,6e
406,406,0,a2de3f,1,1,5d,6e
407,407,0,a2dfcf,1,1,5e,6e
408,408,0,a2e15f,1,1,5d,6e
409,409,0,a2e2ef,1,1,5d,6e
410,410,0,a2e47f,1,1,5e,6f
411,411,0,a2e60f,1,1,5e,70
412,412,0,a2e79f,1,1,5e,71
413,413,0,a2e92f,1,1,5e,71
414,414,0,a2eabf,1,1,5e,71
415,415,0,a2ec4f,1,1,5f,71
416,416,0,a2eddf,1,1,60,71
417,417,0,a2ef6f,1,1,60,71
418,418,0,a2f0ff,1,1,61,72
419,419,0,a2f28f,1,1,60,71
420,420,0,a2f41f,1,1,60,71
421,421,0,a2f5af,1,1,61,72
422,422,0,a2f73f,1,1,61,73
423,423,0,a2f8cf,1,1,61,73
424,424,0,a2fa5f,1,1,61,73
425,425,0,a2fbef,1,1,62,74
426,426,0,a2fd7f,1,1,62,75
427,427,0,a2ff0f,1,1,62,75
428,428,0,a3009f,1,1,62,75
429,429,0,a3022f,1,1,62,75
430,430,0,a303bf,1,1,64,76
431,431,0,a3054f,1,1,63,76
432,432,0,a306df,1,1,62,75
433,433,0,a3086f,1,1,64,77
434,434,0,a309ff,1,1,64,77
435,435,0,a30b8f,1,1,64,76
436,436,0,a30d1f,1,1,64,79
437,437,0,a30eaf,1,1,64,79
438,438,0,a3103f,1,1,65,79
439,439,0,a311cf,1,1,65,79
440,440,0,a3135f,1,1,65,7a
441,441,0,a314ef,1,1,65,79
442,442,0,a3167f,1,1,66,7c
443,443,0,a3180f,1,1,65,7a
444,444,0,a3199f,1,1,65,7a
445,445,0,a31b2f,1,1,66,7b
446,446,0,a31cbf,1,1,67,7d
447,447,0,a31e4f,1,1,67,7d
448,448,0,a31fdf,1,1,66,7b
449,449,0,a3216f,1,1,66,7b
450,450,0,a322ff,1,1,67,7c
451,451,0,a3248f,1,1,67,7d
452,452,0,a3261f,1,1,67,7d
453,453,0,a327af,1,1,67,7d
454,454,0,a3293f,1,1,68,7d
455,455,0,a32acf,1,1,69,7d
456,456,0,a32c5f,1,1,6b,7e
457,457,0,a32def,1,1,6c,7e
458,458,0,a32f7f,1,1,6a,7e
459,459,0,a3310f,1,1,6c,7e
460,460,0,a3329f,1,1,6a,7d
461,461,0,a3342f,1,1,6d,81
462,462,0,a335bf,1,1,6d,80
463,463,0,a3374f,1,1,6d,80
464,464,0,a338df,1,1,6d,81
465,465,0,a33a6f,1,1,6c,7e
466,466,0,a33bff,1,1,6e,82
467,467,0,a33d8f,1,1,6d,81
468,468,0,a33f1f,1,1,6e,82
469,469,0,a340af,1,1,6d,81
470,470,0,a3423f,1,1,6f,82
471,471,0,a343cf,1,1,6f,82
472,472,0,a3455f,1,1,71,84
473,473,0,a346ef,1,1,70,83
474,474,0,a3487f,1,1,6e,82
475,475,0,a34a0f,1,1,71,85
476,476,0,a34b9f,1,1,71,85
477,477,0,a34d2f,1,1,72,85
478,478,0,a34ebf,1,1,71,85
479,479,0,a3504f,1,1,72,85
480,480,0,a351df,1,1,74,86
481,481,0,a3536f,1,1,72,85
482,482,0,a354ff,1,1,72,85
483,483,0,a3568f,1,1,75,86
484,484,0,a3581f,1,1,75,86
485,485,0,a359af,1,1,74,86
486,486,0,a35b3f,1,1,75,86
487,487,0,a35ccf,1,1,76,88
488,488,0,a35e5f,1,1,75,86
489,489,0,a35fef,1,1,76,88
490,490,0,a3617f,1,1,77,88
491,491,0,a3630f,1,1,76,87
492,492,0,a3649f,1,1,76,88
493,493,0,a3662f,1,1,76,88
494,494,0,a367bf,1,1,79,89
495,495,0,a3694f,1,1,79,88
496,496,0,a36adf,1,1,79,88
497,497,0,a36c6f,1,1,79,89
498,498,0,a36dff,1,1,79,88
499,499,0,a36f8f,1,1,79,89
500,500,0,a3711f,1,1,79,89
501,501,0,a372af,1,1,79,89
502,502,0,a3743f,1,1,79,89
503,503,0,a375cf,1,1,7a,89
504,504,0,a3775f,1,1,7a,8b
505,505,0,a378ef,1,1,7a,8b
506,506,0,a37a7f,1,1,7a,8b
507,507,0,a37c0f,1,1,79,89
508,508,0,a37d9f,1,1,7a,8b
509,509,0,a37f2f,1,1,7d,8d
510,510,0,a380bf,1,1,7d,8d
511,511,0,a3824f,1,1,7d,8d
512,512,0,a383df,1,1,7d,8d
513,513,0,a3856f,1,1,7d,8d
514,514,0,a386ff,1,1,7d,8e
515,515,0,a3888f,1,1,7f,90
516,516,0,a38a1f,1,1,7f,8e
517,517,0,a38baf,1,1,7f,90
518,518,0,a38d3f,1,1,7e,8e
519,519,0,a38ecf,1,1,7f,90
520,520,0,a3905f,1,1,80,90
521,521,0,a391ef,1,1,80,90
522,522,0,a3937f,1,1,80,91
523,523,0,a3950f,1,1,82,92
524,524,0,a3969f,1,1,82,92
525,525,0,a3982f,1,1,82,91
526,526,0,a399bf,1,1,82,91
527,527,0,a39b4f,1,1,82,91
528,528,0,a39cdf,1,1,82,92
529,529,0,a39e6f,1,1,85,92
530,530,0,a39fff,1,1,85,92
531,531,0,a3a18f,1,1,85,93
532,532,0,a3a31f,1,1,85,95
533,533,0,a3a4af,1,1,85,93
534,534,0,a3a63f,1,1,86,95
535,535,0,a3a7cf,1,1,85,95
536,536,0,a3a95f,1,1,85,95
537,537,0,a3aaef,1,1,86,96
538,538,0,a3ac7f,1,1,85,95
539,539,0,a3ae0f,1,1,86,96
540,540,0,a3af9f,1,1,86,95
541,541,0,a3b12f,1,1,86,96
542,542,0,a3b2bf,1,1,88,98
543,543,0,a3b44f,1,1,88,99
544,544,0,a3b5df,1,1,88,98
545,545,0,a3b76f,1,1,88,98
546,546,0,a3b8ff,1,1,88,99
547,547,0,a3ba8f,1,1,89,99
548,548,0,a3bc1f,1,1,88,99
549,549,0,a3bdaf,1,1,89,9a
550,550,0,a3bf3f,1,1,89,9a
551,551,0,a3c0cf,1,1,89,9c
552,552,0,a3c25f,1,1,8a,9d
553,553,0,a3c3ef,1,1,89,9d
554,554,0,a3c57f,1,1,89,9d
555,555,0,a3c70f,1,1,8a,9d
556,556,0,a3c89f,1,1,8a,9d
557,557,0,a3ca2f,1,1,89,9d
558,558,0,a3cbbf,1,1,8c,9d
559,559,0,a3cd4f,1,1,8a,9d
560,560,0,a3cedf,1,1,8e,9e
561,561,0,a3d06f,1,1,8c,9d
562,562,0,a3d1ff,1,1,8c,9d
563,563,0,a3d38f,1,1,8e,9e
564,564,0,a3d51f,1,1,8e,9e
565,565,0,a3d6af,1,0,8f,a1
566,566,0,a3d83f,1,0,8f,a1
567,567,0,a3d9cf,1,0,91,a1
568,568,0,a3db5f,1,0,8f,9e
569,569,0,a3dcef,1,0,8f,9f
570,570,0,a3de7f,1,0,90,a1
571,571,0,a3e00f,1,0,91,a1
572,572,0,a3e19f,1,0,92,a1
573,573,0,a3e32f,1,0,91,a1
574,574,0,a3e4bf,1,0,91,a1
575,575,0,a3e64f,1,0,95,a2
576,576,0,a3e7df,1,0,92,a2
577,577,0,a3e96f,1,0,95,a2
578,578,0,a3eaff,1,0,93,a2
579,579,0,a3ec8f,1,0,95,a2
580,580,0,a3ee1f,1,0,95,a5
581,581,0,a3efaf,1,0,95,a4
582,582,0,a3f13f,1,0,95,a5
583,583,0,a3f2cf,1,0,95,a4
584,584,0,a3f45f,1,0,96,a6
585,585,0,a3f5ef,1,0,95,a4
586,586,0,a3f77f,1,0,98,a6
587,587,0,a3f90f,1,0,96,a6
588,588,0,a3fa9f,1,0,96,a6
589,589,0,a3fc2f,1,0,99,a8
590,590,0,a3fdbf,1,0,99,a7
591,591,0,a3ff4f,1,0,99,a8
592,592,0,a400df,1,0,99,a7
593,593,0,a4026f,1,0,99,a7
594,594,0,a403ff,1,0,99,a8
595,595,0,a4058f,1,0,9a,aa
596,596,0,a4071f,1,0,9a,aa
597,597,0,a408af,1,0,99,a9
598,598,0,a40a3f,1,0,99,a8
599,599,0,a40bcf,1,0,9a,aa
600,600,0,a40d5f,1,0,9a,aa
601,601,0,a40eef,1,0,9a,ab
602,602,0,a4107f,1,0,9c,ad
603,603,0,a4120f,1,0,9c,ac
604,604,0,a4139f,1,0,9a,aa
605,605,0,a4152f,1,0,9c,ad
606,606,0,a416bf,1,0,9c,ad
607,607,0,a4184f,1,0,9c,ac
608,608,0,a419df,1,0,9d,ad
609,609,0,a41b6f,1,0,9c,ad
610,610,0,a41cff,1,0,9c,ad
611,611,0,a41e8f,1,0,9d,ad
612,612,0,a4201f,1,0,9d,ae
613,613,0,a421af,1,0,9d,ae
614,614,0,a4233f,1,0,9d,ae
615,615,0,a424cf,1,0,9d,ae
616,616,0,a4265f,1,0,9d,af
617,617,0,a427ef,1,0,9d,af
618,618,0,a4297f,1,0,9e,b1
619,619,0,a42b0f,1,0,9e,b1
620,620,0,a42c9f,1,0,9e,b1
621,621,0,a42e2e,1,1,04,13
622,622,0,a42fbf,1,0,9e,b1
623,623,0,a4314e,1,1,04,13
624,624,0,a432de,1,1,04,13
625,625,0,a4346e,1,1,04,15
626,626,0,a435fe,1,1,04,14
627,627,0,a4378e,1,1,04,15
628,628,0,a4391e,1,1,05,16
629,629,0,a43aae,1,1,05,16
630,630,0,a43c3e,1,1,05,16
631,631,0,a43dce,1,1,04,15
632,632,0,a43f5e,1,1,05,17
633,633,0,a440ee,1,1,05,16
634,634,0,a4427e,1,1,05,16
635,635,0,a4440e,1,1,05,19
636,636,0,a4459e,1,1,09,1a
637,637,0,a4472e,1,1,06,19
638,638,0,a448be,1,1,06,19
639,639,0,a44a4e,1,1,06,19
640,640,0,a44bde,1,1,06,19
641,641,0,a44d6e,1,1,06,19
642,642,0,a44efe,1,1,09,1b
643,643,0,a4508e,1,1,09,19
644,644,0,a4521e,1,1,09,1a
645,645,0,a453ae,1,1,09,1a
646,646,0,a4553e,1,1,09,1a
647,647,0,a456ce,1,1,09,1d
648,648,0,a4585e,1,1,0a,1d
649,649,0,a459ee,1,1,0a,1d
650,650,0,a45b7e,1,1,0b,1d
651,651,0,a45d0e,1,1,0a,1d
652,652,0,a45e9e,1,1,0c,1d
653,653,0,a4602e,1,1,0a,1d
654,654,0,a461be,1,1,0a,1d
655,655,0,a4634e,1,1,0d,1d
656,656,0,a464de,1,1,0b,1d
657,657,0,a4666e,1,1,0d,1e
658,658,0,a467fe,1,1,0d,1d
659,659,0,a4698e,1,1,0d,1d
660,660,0,a46b1e,1,1,0e,1f
661,661,0,a46cae,1,1,0e,20
662,662,0,a46e3e,1,1,0e,21
663,663,0,a46fce,1,1,0e,21
664,664,0,a4715e,1,1,0e,21
665,665,0,a472ee,1,1,0e,21
666,666,0,a4747e,1,1,0f,21
667,667,0,a4760e,1,1,0f,21
668,668,0,a4779e,1,1,11,21
669,669,0,a4792e,1,1,11,22
670,670,0,a47abe,1,1,11,21
671,671,0,a47c4e,1,1,11,21
672,672,0,a47dde,1,1,11,22
673,673,0,a47f6e,1,1,11,22
674,674,0,a480fe,1,1,12,25
675,675,0,a4828e,1,1,12,24
676,676,0,a4841e,1,1,11,22
677,677,0,a485ae,1,1,12,25
678,678,0,a4873e,1,1,12,25
