Model,MSO44
-4.24950000e-08,8.00000000e-03
-4.23350000e-08,0.00000000e+00
-4.21750000e-08,0.00000000e+00
-4.20150000e-08,8.00000000e-03
-4.18550000e-08,8.00000000e-03
-4.16950000e-08,8.00000000e-03
-4.15350000e-08,8.00000000e-03
-4.13750000e-08,8.00000000e-03
-4.12150000e-08,8.00000000e-03
-4.10550000e-08,0.00000000e+00
-4.08950000e-08,8.00000000e-03
-4.07350000e-08,1.60000000e-02
-4.05750000e-08,8.00000000e-03
-4.04150000e-08,0.00000000e+00
-4.02550000e-08,0.00000000e+00
-4.00950000e-08,8.00000000e-03
-3.99350000e-08,8.00000000e-03
-3.97750000e-08,0.00000000e+00
-3.96150000e-08,0.00000000e+00
-3.94550000e-08,8.00000000e-03
-3.92950000e-08,8.00000000e-03
-3.91350000e-08,0.00000000e+00
-3.89750000e-08,0.00000000e+00
-3.88150000e-08,0.00000000e+00
-3.86550000e-08,8.00000000e-03
-3.84950000e-08,8.00000000e-03
-3.83350000e-08,8.00000000e-03
-3.81750000e-08,8.00000000e-03
-3.80150000e-08,0.00000000e+00
-3.78550000e-08,0.00000000e+00
-3.76950000e-08,8.00000000e-03
-3.75350000e-08,1.60000000e-02
-3.73750000e-08,8.00000000e-03
-3.72150000e-08,0.00000000e+00
-3.70550000e-08,0.00000000e+00
-3.68950000e-08,8.00000000e-03
-3.67350000e-08,8.00000000e-03
-3.65750000e-08,0.00000000e+00
-3.64150000e-08,0.00000000e+00
-3.62550000e-08,8.00000000e-03
-3.60950000e-08,8.00000000e-03
-3.59350000e-08,0.00000000e+00
-3.57750000e-08,0.00000000e+00
-3.56150000e-08,0.00000000e+00
-3.54550000e-08,0.00000000e+00
-3.52950000e-08,0.00000000e+00
-3.51350000e-08,0.00000000e+00
-3.49750000e-08,8.00000000e-03
-3.48150000e-08,8.00000000e-03
-3.46550000e-08,8.00000000e-03
-3.44950000e-08,8.00000000e-03
-3.43350000e-08,8.00000000e-03
-3.41750000e-08,8.00000000e-03
-3.40150000e-08,8.00000000e-03
-3.38550000e-08,8.00000000e-03
-3.36950000e-08,8.00000000e-03
-3.35350000e-08,0.00000000e+00
-3.33750000e-08,0.00000000e+00
-3.32150000e-08,0.00000000e+00
-3.30550000e-08,0.00000000e+00
-3.28950000e-08,0.00000000e+00
-3.27350000e-08,0.00000000e+00
-3.25750000e-08,0.00000000e+00
-3.24150000e-08,0.00000000e+00
-3.22550000e-08,8.00000000e-03
-3.20950000e-08,0.00000000e+00
-3.19350000e-08,8.00000000e-03
-3.17750000e-08,8.00000000e-03
-3.16150000e-08,8.00000000e-03
-3.14550000e-08,8.00000000e-03
-3.12950000e-08,8.00000000e-03
-3.11350000e-08,8.00000000e-03
-3.09750000e-08,1.60000000e-02
-3.08150000e-08,8.00000000e-03
-3.06550000e-08,8.00000000e-03
-3.04950000e-08,8.00000000e-03
-3.03350000e-08,8.00000000e-03
-3.01750000e-08,8.00000000e-03
-3.00150000e-08,8.00000000e-03
-2.98550000e-08,8.00000000e-03
-2.96950000e-08,8.00000000e-03
-2.95350000e-08,8.00000000e-03
-2.93750000e-08,0.00000000e+00
-2.92150000e-08,8.00000000e-03
-2.90550000e-08,8.00000000e-03
-2.88950000e-08,8.00000000e-03
-2.87350000e-08,8.00000000e-03
-2.85750000e-08,8.00000000e-03
-2.84150000e-08,8.00000000e-03
-2.82550000e-08,8.00000000e-03
-2.80950000e-08,8.00000000e-03
-2.79350000e-08,1.60000000e-02
-2.77750000e-08,8.00000000e-03
-2.76150000e-08,0.00000000e+00
-2.74550000e-08,0.00000000e+00
-2.72950000e-08,8.00000000e-03
-2.71350000e-08,8.00000000e-03
-2.69750000e-08,0.00000000e+00
-2.68150000e-08,0.00000000e+00
-2.66550000e-08,8.00000000e-03
-2.64950000e-08,8.00000000e-03
-2.63350000e-08,8.00000000e-03
-2.61750000e-08,8.00000000e-03
-2.60150000e-08,8.00000000e-03
-2.58550000e-08,8.00000000e-03
-2.56950000e-08,0.00000000e+00
-2.55350000e-08,0.00000000e+00
-2.53750000e-08,8.00000000e-03
-2.52150000e-08,8.00000000e-03
-2.50550000e-08,8.00000000e-03
-2.48950000e-08,0.00000000e+00
-2.47350000e-08,8.00000000e-03
-2.45750000e-08,8.00000000e-03
-2.44150000e-08,0.00000000e+00
-2.42550000e-08,0.00000000e+00
-2.40950000e-08,0.00000000e+00
-2.39350000e-08,0.00000000e+00
-2.37750000e-08,0.00000000e+00
-2.36150000e-08,8.00000000e-03
-2.34550000e-08,8.00000000e-03
-2.32950000e-08,8.00000000e-03
-2.31350000e-08,0.00000000e+00
-2.29750000e-08,0.00000000e+00
-2.28150000e-08,8.00000000e-03
-2.26550000e-08,8.00000000e-03
-2.24950000e-08,0.00000000e+00
-2.23350000e-08,0.00000000e+00
-2.21750000e-08,8.00000000e-03
-2.20150000e-08,8.00000000e-03
-2.18550000e-08,0.00000000e+00
-2.16950000e-08,0.00000000e+00
-2.15350000e-08,8.00000000e-03
-2.13750000e-08,8.00000000e-03
-2.12150000e-08,8.00000000e-03
-2.10550000e-08,8.00000000e-03
-2.08950000e-08,8.00000000e-03
-2.07350000e-08,8.00000000e-03
-2.05750000e-08,0.00000000e+00
-2.04150000e-08,8.00000000e-03
-2.02550000e-08,8.00000000e-03
-2.00950000e-08,8.00000000e-03
-1.99350000e-08,8.00000000e-03
-1.97750000e-08,8.00000000e-03
-1.96150000e-08,8.00000000e-03
-1.94550000e-08,0.00000000e+00
-1.92950000e-08,0.00000000e+00
-1.91350000e-08,0.00000000e+00
-1.89750000e-08,8.00000000e-03
-1.88150000e-08,8.00000000e-03
-1.86550000e-08,8.00000000e-03
-1.84950000e-08,8.00000000e-03
-1.83350000e-08,8.00000000e-03
-1.81750000e-08,8.00000000e-03
-1.80150000e-08,8.00000000e-03
-1.78550000e-08,8.00000000e-03
-1.76950000e-08,8.00000000e-03
-1.75350000e-08,0.00000000e+00
-1.73750000e-08,0.00000000e+00
-1.72150000e-08,8.00000000e-03
-1.70550000e-08,8.00000000e-03
-1.68950000e-08,0.00000000e+00
-1.67350000e-08,0.00000000e+00
-1.65750000e-08,0.00000000e+00
-1.64150000e-08,8.00000000e-03
-1.62550000e-08,8.00000000e-03
-1.60950000e-08,0.00000000e+00
-1.59350000e-08,0.00000000e+00
-1.57750000e-08,0.00000000e+00
-1.56150000e-08,0.00000000e+00
-1.54550000e-08,0.00000000e+00
-1.52950000e-08,8.00000000e-03
-1.51350000e-08,8.00000000e-03
-1.49750000e-08,8.00000000e-03
-1.48150000e-08,0.00000000e+00
-1.46550000e-08,8.00000000e-03
-1.44950000e-08,8.00000000e-03
-1.43350000e-08,8.00000000e-03
-1.41750000e-08,0.00000000e+00
-1.40150000e-08,0.00000000e+00
-1.38550000e-08,8.00000000e-03
-1.36950000e-08,8.00000000e-03
-1.35350000e-08,8.00000000e-03
-1.33750000e-08,8.00000000e-03
-1.32150000e-08,8.00000000e-03
-1.30550000e-08,1.60000000e-02
-1.28950000e-08,8.00000000e-03
-1.27350000e-08,8.00000000e-03
-1.25750000e-08,8.00000000e-03
-1.24150000e-08,8.00000000e-03
-1.22550000e-08,8.00000000e-03
-1.20950000e-08,8.00000000e-03
-1.19350000e-08,8.00000000e-03
-1.17750000e-08,8.00000000e-03
-1.16150000e-08,0.00000000e+00
-1.14550000e-08,0.00000000e+00
-1.12950000e-08,8.00000000e-03
-1.11350000e-08,8.00000000e-03
-1.09750000e-08,8.00000000e-03
-1.08150000e-08,8.00000000e-03
-1.06550000e-08,8.00000000e-03
-1.04950000e-08,8.00000000e-03
-1.03350000e-08,8.00000000e-03
-1.01750000e-08,0.00000000e+00
-1.00150000e-08,8.00000000e-03
-9.85500000e-09,8.00000000e-03
-9.69500000e-09,8.00000000e-03
-9.53500000e-09,0.00000000e+00
-9.37500000e-09,8.00000000e-03
-9.21500000e-09,8.00000000e-03
-9.05500000e-09,8.00000000e-03
-8.89500000e-09,8.00000000e-03
-8.73500000e-09,8.00000000e-03
-8.57500000e-09,8.00000000e-03
-8.41500000e-09,0.00000000e+00
-8.25500000e-09,0.00000000e+00
-8.09500000e-09,8.00000000e-03
-7.93500000e-09,8.00000000e-03
-7.77500000e-09,0.00000000e+00
-7.61500000e-09,0.00000000e+00
-7.45500000e-09,8.00000000e-03
-7.29500000e-09,8.00000000e-03
-7.13500000e-09,8.00000000e-03
-6.97500000e-09,0.00000000e+00
-6.81500000e-09,8.00000000e-03
-6.65500000e-09,8.00000000e-03
-6.49500000e-09,0.00000000e+00
-6.33500000e-09,8.00000000e-03
-6.17500000e-09,8.00000000e-03
-6.01500000e-09,8.00000000e-03
-5.85500000e-09,0.00000000e+00
-5.69500000e-09,8.00000000e-03
-5.53500000e-09,8.00000000e-03
-5.37500000e-09,8.00000000e-03
-5.21500000e-09,8.00000000e-03
-5.05500000e-09,8.00000000e-03
-4.89500000e-09,8.00000000e-03
-4.73500000e-09,8.00000000e-03
-4.57500000e-09,0.00000000e+00
-4.41500000e-09,8.00000000e-03
-4.25500000e-09,8.00000000e-03
-4.09500000e-09,8.00000000e-03
-3.93500000e-09,0.00000000e+00
-3.77500000e-09,8.00000000e-03
-3.61500000e-09,8.00000000e-03
-3.45500000e-09,8.00000000e-03
-3.29500000e-09,8.00000000e-03
-3.13500000e-09,0.00000000e+00
-2.97500000e-09,8.00000000e-03
-2.81500000e-09,8.00000000e-03
-2.65500000e-09,8.00000000e-03
-2.49500000e-09,8.00000000e-03
-2.33500000e-09,8.00000000e-03
-2.17500000e-09,8.00000000e-03
-2.01500000e-09,8.00000000e-03
-1.85500000e-09,8.00000000e-03
-1.69500000e-09,8.00000000e-03
-1.53500000e-09,8.00000000e-03
-1.37500000e-09,0.00000000e+00
-1.21500000e-09,8.00000000e-03
-1.05500000e-09,8.00000000e-03
-8.95000000e-10,8.00000000e-03
-7.35000000e-10,0.00000000e+00
-5.75000000e-10,-1.60000000e-02
-4.15000000e-10,-4.80000000e-02
-2.55000000e-10,-1.12000000e-01
-9.50000000e-11,-2.16000000e-01
6.50000000e-11,-3.28000000e-01
2.25000000e-10,-4.32000000e-01
3.85000000e-10,-5.20000000e-01
5.45000000e-10,-6.00000000e-01
7.05000000e-10,-6.64000000e-01
8.65000000e-10,-7.20000000e-01
1.02500000e-09,-7.60000000e-01
1.18500000e-09,-7.92000000e-01
1.34500000e-09,-8.24000000e-01
1.50500000e-09,-8.40000000e-01
1.66500000e-09,-8.56000000e-01
1.82500000e-09,-8.72000000e-01
1.98500000e-09,-8.80000000e-01
2.14500000e-09,-8.88000000e-01
2.30500000e-09,-8.88000000e-01
2.46500000e-09,-8.96000000e-01
2.62500000e-09,-8.88000000e-01
2.78500000e-09,-8.88000000e-01
2.94500000e-09,-8.80000000e-01
3.10500000e-09,-8.72000000e-01
3.26500000e-09,-8.64000000e-01
3.42500000e-09,-8.56000000e-01
3.58500000e-09,-8.48000000e-01
3.74500000e-09,-8.48000000e-01
3.90500000e-09,-8.40000000e-01
4.06500000e-09,-8.32000000e-01
4.22500000e-09,-8.24000000e-01
4.38500000e-09,-8.16000000e-01
4.54500000e-09,-8.00000000e-01
4.70500000e-09,-7.92000000e-01
4.86500000e-09,-7.92000000e-01
5.02500000e-09,-7.92000000e-01
5.18500000e-09,-7.76000000e-01
5.34500000e-09,-7.60000000e-01
5.50500000e-09,-7.60000000e-01
5.66500000e-09,-7.60000000e-01
5.82500000e-09,-7.52000000e-01
5.98500000e-09,-7.36000000e-01
6.14500000e-09,-7.28000000e-01
6.30500000e-09,-7.28000000e-01
6.46500000e-09,-7.12000000e-01
6.62500000e-09,-7.04000000e-01
6.78500000e-09,-7.04000000e-01
6.94500000e-09,-7.04000000e-01
7.10500000e-09,-6.96000000e-01
7.26500000e-09,-6.88000000e-01
7.42500000e-09,-6.80000000e-01
7.58500000e-09,-6.80000000e-01
7.74500000e-09,-6.80000000e-01
7.90500000e-09,-6.72000000e-01
8.06500000e-09,-6.64000000e-01
8.22500000e-09,-6.64000000e-01
8.38500000e-09,-6.56000000e-01
8.54500000e-09,-6.48000000e-01
8.70500000e-09,-6.48000000e-01
8.86500000e-09,-6.48000000e-01
9.02500000e-09,-6.40000000e-01
9.18500000e-09,-6.32000000e-01
9.34500000e-09,-6.32000000e-01
9.50500000e-09,-6.32000000e-01
9.66500000e-09,-6.16000000e-01
9.82500000e-09,-6.16000000e-01
9.98500000e-09,-6.08000000e-01
1.01450000e-08,-6.16000000e-01
1.03050000e-08,-6.08000000e-01
1.04650000e-08,-6.08000000e-01
1.06250000e-08,-6.00000000e-01
1.07850000e-08,-6.00000000e-01
1.09450000e-08,-6.00000000e-01
1.11050000e-08,-6.00000000e-01
1.12650000e-08,-5.92000000e-01
1.14250000e-08,-5.92000000e-01
1.15850000e-08,-5.92000000e-01
1.17450000e-08,-5.84000000e-01
1.19050000e-08,-5.84000000e-01
1.20650000e-08,-5.84000000e-01
1.22250000e-08,-5.84000000e-01
1.23850000e-08,-5.76000000e-01
1.25450000e-08,-5.84000000e-01
1.27050000e-08,-5.84000000e-01
1.28650000e-08,-5.76000000e-01
1.30250000e-08,-5.76000000e-01
1.31850000e-08,-5.68000000e-01
1.33450000e-08,-5.68000000e-01
1.35050000e-08,-5.68000000e-01
1.36650000e-08,-5.60000000e-01
1.38250000e-08,-5.68000000e-01
1.39850000e-08,-5.68000000e-01
1.41450000e-08,-5.68000000e-01
1.43050000e-08,-5.60000000e-01
1.44650000e-08,-5.60000000e-01
1.46250000e-08,-5.60000000e-01
1.47850000e-08,-5.52000000e-01
1.49450000e-08,-5.52000000e-01
1.51050000e-08,-5.52000000e-01
1.52650000e-08,-5.52000000e-01
1.54250000e-08,-5.44000000e-01
1.55850000e-08,-5.36000000e-01
1.57450000e-08,-5.36000000e-01
1.59050000e-08,-5.44000000e-01
1.60650000e-08,-5.44000000e-01
1.62250000e-08,-5.28000000e-01
1.63850000e-08,-5.28000000e-01
1.65450000e-08,-5.36000000e-01
1.67050000e-08,-5.28000000e-01
1.68650000e-08,-5.28000000e-01
1.70250000e-08,-5.20000000e-01
1.71850000e-08,-5.28000000e-01
1.73450000e-08,-5.20000000e-01
1.75050000e-08,-5.20000000e-01
1.76650000e-08,-5.28000000e-01
1.78250000e-08,-5.28000000e-01
1.79850000e-08,-5.28000000e-01
1.81450000e-08,-5.12000000e-01
1.83050000e-08,-5.12000000e-01
1.84650000e-08,-5.20000000e-01
1.86250000e-08,-5.20000000e-01
1.87850000e-08,-5.12000000e-01
1.89450000e-08,-5.12000000e-01
1.91050000e-08,-5.20000000e-01
1.92650000e-08,-5.12000000e-01
1.94250000e-08,-5.12000000e-01
1.95850000e-08,-5.12000000e-01
1.97450000e-08,-5.12000000e-01
1.99050000e-08,-5.12000000e-01
2.00650000e-08,-5.04000000e-01
2.02250000e-08,-5.04000000e-01
2.03850000e-08,-5.12000000e-01
2.05450000e-08,-5.12000000e-01
2.07050000e-08,-5.04000000e-01
2.08650000e-08,-5.04000000e-01
2.10250000e-08,-5.12000000e-01
2.11850000e-08,-5.12000000e-01
2.13450000e-08,-5.04000000e-01
2.15050000e-08,-5.04000000e-01
2.16650000e-08,-5.04000000e-01
2.18250000e-08,-4.96000000e-01
2.19850000e-08,-4.96000000e-01
2.21450000e-08,-4.96000000e-01
2.23050000e-08,-5.04000000e-01
2.24650000e-08,-5.04000000e-01
2.26250000e-08,-4.96000000e-01
2.27850000e-08,-4.96000000e-01
2.29450000e-08,-4.96000000e-01
2.31050000e-08,-4.96000000e-01
2.32650000e-08,-4.88000000e-01
2.34250000e-08,-4.88000000e-01
2.35850000e-08,-4.88000000e-01
2.37450000e-08,-4.88000000e-01
2.39050000e-08,-4.88000000e-01
2.40650000e-08,-4.88000000e-01
2.42250000e-08,-4.88000000e-01
2.43850000e-08,-4.80000000e-01
2.45450000e-08,-4.72000000e-01
2.47050000e-08,-4.72000000e-01
2.48650000e-08,-4.72000000e-01
2.50250000e-08,-4.72000000e-01
2.51850000e-08,-4.72000000e-01
2.53450000e-08,-4.72000000e-01
2.55050000e-08,-4.72000000e-01
2.56650000e-08,-4.72000000e-01
2.58250000e-08,-4.64000000e-01
2.59850000e-08,-4.64000000e-01
2.61450000e-08,-4.72000000e-01
2.63050000e-08,-4.64000000e-01
2.64650000e-08,-4.64000000e-01
2.66250000e-08,-4.64000000e-01
2.67850000e-08,-4.64000000e-01
2.69450000e-08,-4.64000000e-01
2.71050000e-08,-4.56000000e-01
2.72650000e-08,-4.56000000e-01
2.74250000e-08,-4.56000000e-01
2.75850000e-08,-4.64000000e-01
2.77450000e-08,-4.64000000e-01
2.79050000e-08,-4.56000000e-01
2.80650000e-08,-4.64000000e-01
2.82250000e-08,-4.56000000e-01
2.83850000e-08,-4.56000000e-01
2.85450000e-08,-4.56000000e-01
2.87050000e-08,-4.56000000e-01
2.88650000e-08,-4.64000000e-01
2.90250000e-08,-4.56000000e-01
2.91850000e-08,-4.48000000e-01
2.93450000e-08,-4.48000000e-01
2.95050000e-08,-4.48000000e-01
2.96650000e-08,-4.48000000e-01
2.98250000e-08,-4.40000000e-01
2.99850000e-08,-4.48000000e-01
3.01450000e-08,-4.48000000e-01
3.03050000e-08,-4.40000000e-01
3.04650000e-08,-4.40000000e-01
3.06250000e-08,-4.40000000e-01
3.07850000e-08,-4.40000000e-01
3.09450000e-08,-4.32000000e-01
3.11050000e-08,-4.40000000e-01
3.12650000e-08,-4.40000000e-01
3.14250000e-08,-4.48000000e-01
3.15850000e-08,-4.40000000e-01
3.17450000e-08,-4.40000000e-01
3.19050000e-08,-4.40000000e-01
3.20650000e-08,-4.40000000e-01
3.22250000e-08,-4.32000000e-01
3.23850000e-08,-4.32000000e-01
3.25450000e-08,-4.40000000e-01
3.27050000e-08,-4.40000000e-01
3.28650000e-08,-4.32000000e-01
3.30250000e-08,-4.32000000e-01
3.31850000e-08,-4.32000000e-01
3.33450000e-08,-4.32000000e-01
3.35050000e-08,-4.24000000e-01
3.36650000e-08,-4.24000000e-01
3.38250000e-08,-4.24000000e-01
3.39850000e-08,-4.24000000e-01
3.41450000e-08,-4.16000000e-01
3.43050000e-08,-4.16000000e-01
3.44650000e-08,-4.16000000e-01
3.46250000e-08,-4.16000000e-01
3.47850000e-08,-4.08000000e-01
3.49450000e-08,-4.08000000e-01
3.51050000e-08,-4.08000000e-01
3.52650000e-08,-4.08000000e-01
3.54250000e-08,-4.08000000e-01
3.55850000e-08,-4.08000000e-01
3.57450000e-08,-4.08000000e-01
3.59050000e-08,-4.08000000e-01
3.60650000e-08,-4.00000000e-01
3.62250000e-08,-4.08000000e-01
3.63850000e-08,-4.16000000e-01
3.65450000e-08,-4.16000000e-01
3.67050000e-08,-4.16000000e-01
3.68650000e-08,-4.16000000e-01
3.70250000e-08,-4.24000000e-01
3.71850000e-08,-4.24000000e-01
3.73450000e-08,-4.16000000e-01
3.75050000e-08,-4.08000000e-01
3.76650000e-08,-4.08000000e-01
3.78250000e-08,-4.08000000e-01
3.79850000e-08,-4.08000000e-01
3.81450000e-08,-4.08000000e-01
3.83050000e-08,-4.08000000e-01
3.84650000e-08,-4.08000000e-01
3.86250000e-08,-4.00000000e-01
3.87850000e-08,-4.00000000e-01
3.89450000e-08,-4.00000000e-01
3.91050000e-08,-4.00000000e-01
3.92650000e-08,-3.92000000e-01
3.94250000e-08,-3.92000000e-01
3.95850000e-08,-4.00000000e-01
3.97450000e-08,-3.92000000e-01
3.99050000e-08,-3.92000000e-01
4.00650000e-08,-3.92000000e-01
4.02250000e-08,-3.92000000e-01
4.03850000e-08,-3.92000000e-01
4.05450000e-08,-3.92000000e-01
4.07050000e-08,-3.84000000e-01
4.08650000e-08,-3.92000000e-01
4.10250000e-08,-3.92000000e-01
4.11850000e-08,-3.84000000e-01
4.13450000e-08,-3.84000000e-01
4.15050000e-08,-3.84000000e-01
4.16650000e-08,-3.84000000e-01
4.18250000e-08,-3.84000000e-01
4.19850000e-08,-3.84000000e-01
4.21450000e-08,-3.84000000e-01
4.23050000e-08,-3.92000000e-01
4.24650000e-08,-3.84000000e-01
4.26250000e-08,-3.76000000e-01
4.27850000e-08,-3.76000000e-01
4.29450000e-08,-3.76000000e-01
4.31050000e-08,-3.76000000e-01
4.32650000e-08,-3.76000000e-01
4.34250000e-08,-3.84000000e-01
4.35850000e-08,-3.76000000e-01
4.37450000e-08,-3.76000000e-01
4.39050000e-08,-3.76000000e-01
4.40650000e-08,-3.76000000e-01
4.42250000e-08,-3.76000000e-01
4.43850000e-08,-3.76000000e-01
4.45450000e-08,-3.68000000e-01
4.47050000e-08,-3.68000000e-01
4.48650000e-08,-3.68000000e-01
4.50250000e-08,-3.68000000e-01
4.51850000e-08,-3.68000000e-01
4.53450000e-08,-3.68000000e-01
4.55050000e-08,-3.68000000e-01
4.56650000e-08,-3.60000000e-01
4.58250000e-08,-3.60000000e-01
4.59850000e-08,-3.68000000e-01
4.61450000e-08,-3.68000000e-01
4.63050000e-08,-3.60000000e-01
4.64650000e-08,-3.60000000e-01
4.66250000e-08,-3.60000000e-01
4.67850000e-08,-3.60000000e-01
4.69450000e-08,-3.52000000e-01
4.71050000e-08,-3.52000000e-01
4.72650000e-08,-3.52000000e-01
4.74250000e-08,-3.52000000e-01
4.75850000e-08,-3.52000000e-01
4.77450000e-08,-3.60000000e-01
4.79050000e-08,-3.60000000e-01
4.80650000e-08,-3.60000000e-01
4.82250000e-08,-3.52000000e-01
4.83850000e-08,-3.52000000e-01
4.85450000e-08,-3.52000000e-01
4.87050000e-08,-3.52000000e-01
4.88650000e-08,-3.44000000e-01
4.90250000e-08,-3.44000000e-01
4.91850000e-08,-3.44000000e-01
4.93450000e-08,-3.44000000e-01
4.95050000e-08,-3.44000000e-01
4.96650000e-08,-3.52000000e-01
4.98250000e-08,-3.52000000e-01
4.99850000e-08,-3.44000000e-01
5.01450000e-08,-3.44000000e-01
5.03050000e-08,-3.44000000e-01
5.04650000e-08,-3.44000000e-01
5.06250000e-08,-3.44000000e-01
5.07850000e-08,-3.44000000e-01
5.09450000e-08,-3.44000000e-01
5.11050000e-08,-3.44000000e-01
5.12650000e-08,-3.36000000e-01
5.14250000e-08,-3.36000000e-01
5.15850000e-08,-3.36000000e-01
5.17450000e-08,-3.36000000e-01
5.19050000e-08,-3.36000000e-01
5.20650000e-08,-3.28000000e-01
5.22250000e-08,-3.28000000e-01
5.23850000e-08,-3.36000000e-01
5.25450000e-08,-3.36000000e-01
5.27050000e-08,-3.28000000e-01
5.28650000e-08,-3.28000000e-01
